Q50017,R277156
Q73283,R386894
Q73284,R239136
Q73287,R666760
Q73288,R086130
Q73295,R316136
Q73296,R000039
Q73297,R187524
Q73303,R370420
Q73307,R268097
Q73309,R355905
Q73310,R945094
Q73327,R009776
Q73329,R477775
Q73333,R142466
Q73343,R299017
Q73345,R656471
Q73353,R280598
Q73360,R675244
Q73361,R690946
Q73362,R155230
Q73367,R475335
Q73370,R562082
Q73379,R879815
Q73381,R517392
Q73387,R660872
Q73389,R779834
Q73393,R452588
Q73396,R766172
Q73402,R477778
Q73419,R600540
Q73423,R088178
Q73429,R366040
Q73431,R653386
Q73434,R550627
Q73440,R917748
Q73442,R510059
Q73443,R270832
Q73450,R799417
Q73458,R430691
Q73461,R803157
Q73462,R305925
Q73465,R467956
Q73470,R426988
Q73472,R902425
Q73476,R350918
Q73479,R802215
Q73484,R519541
Q73489,R243946
Q73499,R812084
Q73505,R104890
Q73510,R253561
Q73512,R965569
Q73514,R637136
Q73516,R749790
Q73518,R690222
Q73522,R661913
Q73523,R678215
Q73525,R120663
Q73526,R798193
Q73528,R167916
Q73536,R190234
Q73537,R098529
Q73543,R512198
Q73547,R594778
Q73550,R526637
Q73556,R528846
Q73567,R837744
Q73583,R430056
Q73585,R053476
Q73589,R615881
Q73594,R465525
Q73604,R089861
Q73609,R519981
Q73610,R759794
Q73618,R095745
Q73625,R317172
Q73631,R828532
Q73637,R381220
Q73640,R675218
Q73651,R159795
Q73653,R461784
Q73659,R834883
Q73663,R570004
Q73671,R853928
Q73677,R512926
Q73687,R359015
Q73690,R514660
Q73692,R447550
Q73695,R719846
Q73699,R480191
Q73707,R319026
Q73709,R094829
Q73715,R943087
Q73716,R122914
Q73732,R196679
Q73740,R740357
Q73741,R789025
Q73742,R390522
Q73743,R630345
Q73745,R706901
Q73747,R586726
Q73754,R489107
Q73761,R364367
Q73762,R566443
Q73766,R624725
Q73770,R874270
Q73806,R210179
Q73808,R172205
Q73816,R277537
Q73826,R276828
Q73833,R305836
Q73835,R041915
Q73837,R429471
Q73842,R785593
Q73843,R794246
Q73845,R380789
Q73853,R813778
Q73855,R283049
Q73856,R229071
Q73861,R045836
Q73863,R423958
Q73866,R206027
Q73868,R700747
Q73877,R843000
Q73881,R080437
Q73882,R329944
Q73886,R138278
Q73889,R473942
Q73893,R720781
Q73898,R826101
Q73903,R280168
Q73905,R646296
Q73908,R777994
Q73916,R742475
Q73917,R812209
Q73921,R421388
Q73923,R619073
Q73924,R378430
Q73933,R199594
Q73936,R716303
Q73938,R028282
Q73945,R744503
Q73946,R657043
Q73951,R403377
Q73952,R582089
Q73956,R439844
Q73970,R212084
Q73976,R580669
Q73977,R751831
Q73982,R356222
Q73984,R103671
Q73993,R441092
Q74001,R040529
Q74003,R242334
Q74006,R716812
Q74009,R983716
Q74014,R900785
Q74017,R653553
Q74025,R281112
Q74029,R710621
Q74030,R865267
Q74037,R357501
Q74039,R034614
Q74061,R833364
Q74062,R061042
Q74076,R108391
Q74085,R176210
Q74095,R877258
Q74098,R496087
Q74106,R213849
Q74111,R712500
Q74117,R556912
Q74118,R219213
Q74120,R416331
Q74123,R587792
Q74129,R130675
Q74132,R497358
Q74136,R709867
Q74137,R049930
Q74138,R369756
Q74143,R328683
Q74152,R127879
Q74156,R156290
Q74162,R537346
Q74163,R233903
Q74167,R126984
Q74169,R507248
Q74172,R445227
Q74175,R079681
Q74179,R321711
Q74193,R693815
Q74195,R095312
Q74196,R105366
Q74197,R818536
Q74201,R979531
Q74205,R347180
Q74210,R175385
Q74213,R393547
Q74220,R982339
Q74226,R214826
Q74232,R516978
Q74236,R434635
Q74256,R932275
Q74259,R652441
Q74261,R094216
Q74263,R960279
Q74288,R807043
Q74289,R563375
Q74294,R239803
Q74295,R123881
Q74299,R510154
Q74301,R962519
Q74305,R634227
Q74328,R185717
Q74334,R498951
Q74336,R805791
Q74339,R977121
Q74342,R242845
Q74343,R907414
Q74350,R557880
Q74353,R978627
Q74354,R065051
Q74357,R410250
Q74361,R658516
Q74363,R224907
Q74366,R001984
Q74380,R431558
Q74381,R802725
Q74382,R126627
Q74384,R841577
Q74389,R247851
Q74393,R386772
Q74399,R430430
Q74414,R275372
Q74417,R939025
Q74419,R500030
Q74427,R448470
Q74437,R501784
Q74442,R033610
Q74443,R814550
Q74444,R778096
Q74449,R098895
Q74450,R049624
Q74455,R732539
Q74457,R304163
Q74460,R898008
Q74472,R497447
Q74473,R579256
Q74482,R770379
Q74491,R430094
Q74516,R007548
Q74520,R242999
Q74524,R606310
Q74527,R551519
Q74534,R352372
Q74536,R428432
Q74541,R168250
Q74543,R439668
Q74549,R022949
Q74550,R370925
Q74551,R832412
Q74554,R256138
Q74555,R672836
Q74560,R590223
Q74564,R983161
Q74571,R138420
Q74581,R704989
Q74584,R592915
Q74586,R077547
Q74590,R364628
Q74592,R227310
Q74596,R005370
Q74598,R166098
Q74600,R248022
Q74604,R295471
Q74617,R522826
Q74625,R556791
Q74635,R347651
Q74639,R468623
Q74647,R765180
Q74651,R230223
Q74654,R411158
Q74656,R601734
Q74658,R449932
Q74661,R999022
Q74666,R799450
Q74669,R364558
Q74672,R712338
Q74673,R902155
Q74683,R572786
Q74684,R080100
Q74694,R968914
Q74700,R688960
Q74712,R217202
Q74714,R322826
Q74718,R588799
Q74721,R442699
Q74722,R186258
Q74723,R668661
Q74724,R689468
Q74730,R534907
Q74732,R462591
Q74736,R766819
Q74744,R327382
Q74747,R784546
Q74749,R999631
Q74752,R401926
Q74753,R125215
Q74755,R834684
Q74758,R335006
Q74762,R284858
Q74769,R922882
Q74771,R938567
Q74774,R337323
Q74781,R092818
Q74782,R404150
Q74798,R902109
Q74804,R592496
Q74817,R796380
Q74819,R630530
Q74825,R173225
Q74826,R929098
Q74833,R105661
Q74836,R246786
Q74840,R746297
Q74854,R352078
Q74858,R036288
Q74867,R069725
Q74870,R543582
Q74871,R000000
Q74886,R725357
Q74890,R696384
Q74894,R869475
Q74895,R065480
Q74897,R809785
Q74900,R299776
Q74904,R893425
Q74909,R395333
Q74914,R979984
Q74921,R605295
Q74927,R319711
Q74928,R465988
Q74932,R985442
Q74936,R228314
Q74940,R562185
Q74943,R870573
Q74947,R930588
Q74950,R081349
Q74956,R147880
Q74961,R439575
Q74967,R593951
Q74972,R173746
Q74978,R558955
Q74979,R036055
Q74982,R661089
Q74983,R075576
Q74984,R431356
Q75001,R184559
Q75002,R345136
Q75007,R051898
Q75015,R417832
Q75017,R594740
Q75023,R442336
Q75038,R624127
Q75039,R796399
Q75041,R701735
Q75046,R427749
Q75051,R782851
Q75054,R409328
Q75060,R675109
Q75078,R450003
Q75079,R366569
Q75086,R450843
Q75089,R360958
Q75096,R615190
Q75100,R573540
Q75103,R086576
Q75115,R234944
Q75116,R061011
Q75124,R360257
Q75126,R854943
Q75129,R759728
Q75139,R171635
Q75144,R878343
Q75152,R063064
Q75157,R377890
Q75164,R357635
Q75178,R929045
Q75179,R565669
Q75190,R766219
Q75191,R151675
Q75193,R051913
Q75197,R687672
Q75200,R374384
Q75205,R931596
Q75210,R506259
Q75211,R233309
Q75212,R281302
Q75214,R441147
Q75215,R834594
Q75218,R715039
Q75226,R721150
Q75237,R456282
Q75241,R047923
Q75249,R375109
Q75257,R922983
Q75259,R357942
Q75263,R189820
Q75264,R970783
Q75267,R907105
Q75269,R543671
Q75270,R476935
Q75275,R238154
Q75286,R021146
Q75290,R758385
Q75297,R778472
Q75314,R972441
Q75318,R195738
Q75320,R023827
Q75321,R052863
Q75323,R365385
Q75324,R414827
Q75329,R015605
Q75333,R939049
Q75341,R719794
Q75351,R916201
Q75356,R625020
Q75361,R895094
Q75362,R059089
Q75366,R847140
Q75376,R697326
Q75388,R925952
Q75389,R952999
Q75396,R893383
Q75398,R767070
Q75402,R921639
Q75409,R220106
Q75414,R503248
Q75418,R125013
Q75422,R140908
Q75425,R230252
Q75434,R436185
Q75436,R677191
Q75437,R160536
Q75438,R136139
Q75443,R555029
Q75446,R259536
Q75447,R983053
Q75457,R330308
Q75462,R525738
Q75484,R812410
Q75489,R497608
Q75491,R396349
Q75504,R503818
Q75505,R138562
Q75510,R428690
Q75517,R749524
Q75518,R448338
Q75521,R118665
Q75523,R337945
Q75525,R183288
Q75534,R126955
Q75538,R625954
Q75543,R945641
Q75551,R132227
Q75573,R277046
Q75578,R845637
Q75582,R636666
Q75592,R887926
Q75595,R220056
Q75598,R889147
Q75602,R092029
Q75603,R850272
Q75613,R064722
Q75621,R839952
Q75627,R544749
Q75632,R777132
Q75643,R568179
Q75645,R831588
Q75648,R549423
Q75649,R428093
Q75653,R642523
Q75658,R275000
Q75659,R869214
Q75664,R216654
Q75674,R477197
Q75680,R454086
Q75686,R527520
Q75689,R213786
Q75693,R112403
Q75695,R653130
Q75698,R752848
Q75704,R861260
Q75712,R112314
Q75717,R410706
Q75725,R038644
Q75739,R694587
Q75740,R750402
Q75741,R978395
Q75745,R200232
Q75746,R768055
Q75752,R309421
Q75755,R136978
Q75765,R245810
Q75771,R898281
Q75773,R964199
Q75776,R427643
Q75781,R314863
Q75799,R764978
Q75804,R318747
Q75811,R132329
Q75835,R043924
Q75838,R641891
Q75849,R766571
Q75852,R675526
Q75854,R704348
Q75882,R842761
Q75887,R353458
Q75889,R715836
Q75892,R274772
Q75893,R140817
Q75896,R324056
Q75902,R523524
Q75903,R336012
Q75905,R499843
Q75906,R737621
Q75907,R304622
Q75915,R104059
Q75917,R526964
Q75924,R523616
Q75929,R093329
Q75934,R485951
Q75935,R539033
Q75940,R434500
Q75945,R344769
Q75946,R574173
Q75947,R771961
Q75954,R564094
Q75955,R454925
Q75962,R376947
Q75964,R409930
Q75966,R341932
Q75971,R772178
Q75972,R515937
Q75975,R271013
Q75977,R908964
Q75989,R053526
Q75990,R308677
Q75991,R216595
Q75994,R880491
Q76016,R820376
Q76022,R722311
Q76030,R848645
Q76036,R304001
Q76044,R926273
Q76045,R800831
Q76047,R801698
Q76055,R382347
Q76061,R713056
Q76066,R720912
Q76069,R405443
Q76088,R977898
Q76091,R772526
Q76093,R337237
Q76094,R183669
Q76096,R452406
Q76098,R625368
Q76099,R730752
Q76103,R021012
Q76110,R159517
Q76111,R717666
Q76114,R150857
Q76118,R912263
Q76128,R626539
Q76138,R737951
Q76148,R050452
Q76155,R141955
Q76160,R663457
Q76163,R146727
Q76165,R147256
Q76167,R932159
Q76171,R761917
Q76173,R774640
Q76178,R935606
Q76190,R203022
Q76200,R728413
Q76205,R957822
Q76209,R915154
Q76211,R453335
Q76216,R166915
Q76221,R771950
Q76231,R686573
Q76239,R328399
Q76245,R858317
Q76249,R203919
Q76252,R674987
Q76268,R711865
Q76278,R645882
Q76280,R033686
Q76282,R872808
Q76297,R467926
Q76302,R338342
Q76303,R212611
Q76308,R762188
Q76310,R797786
Q76314,R880373
Q76316,R985208
Q76319,R020242
Q76326,R797840
Q76336,R201915
Q76338,R100222
Q76341,R856633
Q76344,R761829
Q76355,R773384
Q76371,R981178
Q76373,R461594
Q76387,R642329
Q76390,R708156
Q76395,R048668
Q76397,R643724
Q76401,R981040
Q76402,R355413
Q76404,R440401
Q76405,R780594
Q76408,R711171
Q76411,R711475
Q76416,R289903
Q76418,R046550
Q76423,R523288
Q76430,R702716
Q76437,R752506
Q76461,R637852
Q76465,R933273
Q76467,R497776
Q76473,R265567
Q76481,R714387
Q76484,R773313
Q76488,R856898
Q76492,R433116
Q76495,R690652
Q76497,R579261
Q76508,R305738
Q76527,R633626
Q76529,R297440
Q76530,R288300
Q76538,R693576
Q76540,R750635
Q76549,R279646
Q76552,R591779
Q76553,R023515
Q76556,R766858
Q76557,R509316
Q76561,R412110
Q76562,R758992
Q76569,R914982
Q76573,R185454
Q76582,R102327
Q76583,R001357
Q76595,R319662
Q76597,R027011
Q76598,R940290
Q76599,R980197
Q76608,R681764
Q76609,R076954
Q76612,R559569
Q76618,R974613
Q76619,R597212
Q76623,R605561
Q76636,R438984
Q76642,R286164
Q76646,R554036
Q76653,R244360
Q76655,R557210
Q76687,R993953
Q76693,R779315
Q76697,R388255
Q76698,R701558
Q76703,R102963
Q76708,R346889
Q76709,R670969
Q76710,R484441
Q76711,R969179
Q76712,R662132
Q76720,R712522
Q76725,R094304
Q76726,R522692
Q76731,R378248
Q76739,R775914
Q76740,R875917
Q76741,R847681
Q76743,R873643
Q76747,R388900
Q76761,R529847
Q76764,R789773
Q76770,R597897
Q76773,R969606
Q76781,R903307
Q76782,R928062
Q76786,R480700
Q76802,R120999
Q76807,R438604
Q76814,R909968
Q76816,R255110
Q76830,R194790
Q76842,R414818
Q76849,R788740
Q76850,R539427
Q76854,R431942
Q76856,R429883
Q76859,R273953
Q76860,R018071
Q76862,R142234
Q76868,R794597
Q76869,R486806
Q76887,R382801
Q76889,R086489
Q76892,R937643
Q76903,R514398
Q76909,R384049
Q76921,R866608
Q76923,R297401
Q76925,R557217
Q76935,R077985
Q76939,R966192
Q76940,R362341
Q76941,R731138
Q76970,R879978
Q76976,R816263
Q76980,R460410
Q76985,R113880
Q76986,R490701
Q76994,R768965
Q76995,R269120
Q77012,R864777
Q77013,R430570
Q77019,R420430
Q77024,R429902
Q77034,R519627
Q77037,R303483
Q77039,R599999
Q77040,R514230
Q77043,R505201
Q77044,R664528
Q77063,R628721
Q77064,R905014
Q77073,R131797
Q77074,R080441
Q77078,R559832
Q77080,R066836
Q77081,R658048
Q77082,R707744
Q77083,R279181
Q77088,R556866
Q77094,R339220
Q77098,R241723
Q77100,R829210
Q77110,R892823
Q77111,R411413
Q77112,R551766
Q77118,R873905
Q77129,R707669
Q77134,R268387
Q77139,R785994
Q77142,R517369
Q77147,R077288
Q77157,R035999
Q77158,R966958
Q77160,R898876
Q77165,R301900
Q77168,R334674
Q77173,R837685
Q77182,R481859
Q77186,R976263
Q77196,R812929
Q77200,R849562
Q77202,R450661
Q77205,R481902
Q77209,R205754
Q77222,R291177
Q77223,R056160
Q77226,R285351
Q77240,R856135
Q77246,R603693
Q77248,R947576
Q77250,R760127
Q77252,R392158
Q77253,R051164
Q77255,R082973
Q77267,R882642
Q77275,R343296
Q77276,R661861
Q77283,R593966
Q77320,R120120
Q77321,R282881
Q77325,R195855
Q77326,R136521
Q77327,R423526
Q77333,R999767
Q77338,R908340
Q77353,R439586
Q77357,R443380
Q77358,R480982
Q77363,R669735
Q77364,R859290
Q77370,R244719
Q77371,R868597
Q77373,R664481
Q77375,R918500
Q77377,R309944
Q77378,R709881
Q77381,R729561
Q77387,R578472
Q77394,R176978
Q77396,R945982
Q77398,R448957
Q77399,R588751
Q77400,R136630
Q77406,R828476
Q77409,R121933
Q77410,R209585
Q77414,R964609
Q77421,R134358
Q77427,R011012
Q77428,R278852
Q77435,R983038
Q77441,R003375
Q77446,R168153
Q77448,R343934
Q77450,R026970
Q77454,R798699
Q77455,R037175
Q77457,R472326
Q77459,R923724
Q77468,R549369
Q77471,R119611
Q77472,R658360
Q77477,R430553
Q77480,R261634
Q77486,R894904
Q77494,R093664
Q77497,R227790
Q77504,R224342
Q77511,R714648
Q77513,R992352
Q77526,R550375
Q77527,R716082
Q77530,R015804
Q77543,R189697
Q77545,R168134
Q77546,R823859
Q77557,R969212
Q77560,R835298
Q77561,R026025
Q77571,R959112
Q77574,R173343
Q77579,R148792
Q77581,R854118
Q77589,R516086
Q77597,R654908
Q77599,R676949
Q77610,R543396
Q77618,R586752
Q77628,R226179
Q77644,R722299
Q77651,R503278
Q77655,R216049
Q77659,R598881
Q77660,R306931
Q77663,R608361
Q77668,R260107
Q77671,R527580
Q77676,R823924
Q77682,R639979
Q77683,R176393
Q77695,R487694
Q77699,R896558
Q77705,R070024
Q77706,R168001
Q77707,R186813
Q77709,R260915
Q77724,R479794
Q77726,R720957
Q77733,R120768
Q77735,R075271
Q77740,R762416
Q77743,R548780
Q77747,R175930
Q77759,R803201
Q77774,R580676
Q77776,R088989
Q77779,R896144
Q77781,R617237
Q77790,R255685
Q77794,R589714
Q77798,R516144
Q77801,R291038
Q77805,R713881
Q77806,R078292
Q77810,R568471
Q77822,R247111
Q77823,R017982
Q77825,R049559
Q77827,R481585
Q77831,R223052
Q77832,R102391
Q77835,R610240
Q77838,R731367
Q77841,R429044
Q77845,R161049
Q77848,R674814
Q77849,R408169
Q77857,R876828
Q77861,R587923
Q77865,R757808
Q77867,R104449
Q77877,R710661
Q77887,R175284
Q77904,R183238
Q77905,R047351
Q77908,R516846
Q77912,R197144
Q77913,R558713
Q77923,R301666
Q77930,R498132
Q77948,R263401
Q77954,R391462
Q77956,R074024
Q77958,R215179
Q77961,R134078
Q77968,R095138
Q77978,R097985
Q77994,R422643
Q77997,R647601
Q78001,R266550
Q78005,R513577
Q78006,R739982
Q78011,R205656
Q78014,R715198
Q78021,R647139
Q78026,R247718
Q78031,R846455
Q78034,R044033
Q78037,R364833
Q78038,R986490
Q78041,R582798
Q78043,R398100
Q78044,R577015
Q78050,R383133
Q78055,R868340
Q78066,R206533
Q78068,R189297
Q78072,R655610
Q78073,R590142
Q78074,R602445
Q78080,R005245
Q78094,R113854
Q78096,R841027
Q78099,R092563
Q78103,R139128
Q78108,R959211
Q78113,R749949
Q78119,R762941
Q78126,R438401
Q78127,R632849
Q78140,R190679
Q78143,R817985
Q78145,R180427
Q78148,R712307
Q78149,R397349
Q78152,R490294
Q78153,R776199
Q78156,R095418
Q78162,R202384
Q78163,R338920
Q78165,R242883
Q78171,R038640
Q78172,R946896
Q78176,R234055
Q78178,R548752
Q78182,R445602
Q78187,R471645
Q78190,R544536
Q78198,R945684
Q78199,R467144
Q78201,R805549
Q78216,R009745
Q78219,R832194
Q78223,R284756
Q78225,R588826
Q78227,R227731
Q78237,R560320
Q78242,R487964
Q78245,R619145
Q78250,R320937
Q78251,R431793
Q78253,R551147
Q78262,R738640
Q78264,R461997
Q78266,R754062
Q78275,R236844
Q78277,R437386
Q78278,R995085
Q78281,R786240
Q78288,R600749
Q78291,R119003
Q78293,R352065
Q78300,R345091
Q78304,R106458
Q78328,R644654
Q78336,R079867
Q78344,R467164
Q78346,R657210
Q78353,R844486
Q78356,R752899
Q78376,R175934
Q78377,R027913
Q78390,R157403
Q78393,R153359
Q78400,R331863
Q78403,R369358
Q78409,R656646
Q78416,R517120
Q78417,R151824
Q78419,R007347
Q78421,R510228
Q78422,R758972
Q78424,R622415
Q78425,R988694
Q78427,R941401
Q78431,R318560
Q78433,R280158
Q78436,R757087
Q78438,R827719
Q78440,R817119
Q78443,R756376
Q78447,R632800
Q78454,R855398
Q78457,R251427
Q78472,R603855
Q78479,R464196
Q78481,R024805
Q78483,R691009
Q78491,R607569
Q78492,R757354
Q78493,R773708
Q78496,R054612
Q78500,R733015
Q78505,R230630
Q78510,R771502
Q78515,R523846
Q78523,R905700
Q78524,R558461
Q78534,R105483
Q78536,R921072
Q78542,R721884
Q78545,R162484
Q78558,R065252
Q78565,R695476
Q78569,R627182
Q78574,R761081
Q78582,R919444
Q78586,R972117
Q78587,R878767
Q78588,R479831
Q78594,R153106
Q78597,R268926
Q78602,R982534
Q78606,R730212
Q78620,R625744
Q78637,R582718
Q78640,R129225
Q78646,R942001
Q78648,R538300
Q78651,R739819
Q78652,R628802
Q78655,R490114
Q78660,R126617
Q78663,R160528
Q78667,R968163
Q78669,R192660
Q78672,R968826
Q78682,R645111
Q78683,R856548
Q78687,R816347
Q78698,R283403
Q78700,R143341
Q78701,R889997
Q78706,R335464
Q78715,R876780
Q78716,R670645
Q78721,R280591
Q78724,R787711
Q78725,R685623
Q78727,R382495
Q78729,R846811
Q78735,R089286
Q78737,R398548
Q78743,R352800
Q78745,R972900
Q78747,R608659
Q78754,R253158
Q78756,R790053
Q78757,R719254
Q78760,R288465
Q78766,R253362
Q78775,R632723
Q78776,R303300
Q78781,R174272
Q78785,R940475
Q78791,R175650
Q78798,R393674
Q78801,R431563
Q78807,R465106
Q78811,R912877
Q78816,R205914
Q78822,R641424
Q78827,R579221
Q78830,R647486
Q78831,R492118
Q78839,R730533
Q78840,R519093
Q78842,R352326
Q78843,R711102
Q78848,R990756
Q78861,R365583
Q78865,R440246
Q78868,R141720
Q78872,R230224
Q78875,R438074
Q78876,R727292
Q78877,R948600
Q78880,R003150
Q78890,R553641
Q78892,R043860
Q78899,R557726
Q78900,R582134
Q78901,R884464
Q78906,R212840
Q78908,R947400
Q78913,R465394
Q78918,R459380
Q78919,R199303
Q78922,R155706
Q78925,R275606
Q78929,R466715
Q78931,R843986
Q78932,R581722
Q78935,R664105
Q78937,R401975
Q78940,R570989
Q78943,R668508
Q78947,R826017
Q78948,R170160
Q78951,R188040
Q78953,R473115
Q78954,R578891
Q78956,R996374
Q78959,R457464
Q78962,R274949
Q78963,R284228
Q78987,R708560
Q78988,R850074
Q78998,R892348
Q79003,R506461
Q79015,R763677
Q79024,R176939
Q79028,R925896
Q79030,R827094
Q79031,R926851
Q79034,R318746
Q79039,R367475
Q79053,R356381
Q79057,R052011
Q79060,R748051
Q79064,R070102
Q79067,R217265
Q79068,R004261
Q79078,R383822
Q79080,R109264
Q79108,R885654
Q79109,R623420
Q79110,R727214
Q79111,R418890
Q79125,R871016
Q79130,R452522
Q79132,R118238
Q79133,R758821
Q79134,R453212
Q79136,R128747
Q79137,R868718
Q79152,R318729
Q79154,R069592
Q79157,R653359
Q79164,R711056
Q79178,R865030
Q79184,R972497
Q79185,R395506
Q79188,R778371
Q79189,R578055
Q79190,R084836
Q79196,R364348
Q79197,R235376
Q79204,R647608
Q79206,R941634
Q79208,R763884
Q79210,R947477
Q79220,R617941
Q79221,R370199
Q79223,R487464
Q79225,R003259
Q79226,R283114
Q79231,R171126
Q79235,R362144
Q79238,R433094
Q79249,R586550
Q79251,R536393
Q79255,R037416
Q79262,R309241
Q79265,R967389
Q79272,R838658
Q79273,R139581
Q79282,R754118
Q79283,R377740
Q79288,R865987
Q79291,R092082
Q79292,R781970
Q79293,R841185
Q79295,R250523
Q79299,R866854
Q79314,R195475
Q79317,R330393
Q79321,R846356
Q79325,R532099
Q79334,R478664
Q79339,R041509
Q79345,R590068
Q79346,R049674
Q79356,R526835
Q79357,R299352
Q79372,R285515
Q79384,R533249
Q79388,R681195
Q79389,R573291
Q79391,R954146
Q79398,R431464
Q79405,R976546
Q79414,R904398
Q79415,R397166
Q79422,R620428
Q79426,R142816
Q79435,R285345
Q79440,R135069
Q79444,R707830
Q79451,R001369
Q79459,R171441
Q79460,R712454
Q79461,R439265
Q79467,R081969
Q79472,R679021
Q79482,R327572
Q79486,R973543
Q79501,R184444
Q79514,R990282
Q79516,R686354
Q79522,R725906
Q79532,R276382
Q79533,R164984
Q79537,R198387
Q79542,R891295
Q79543,R374016
Q79547,R544514
Q79551,R224187
Q79557,R667537
Q79560,R077207
Q79566,R813970
Q79575,R899251
Q79581,R936037
Q79588,R359843
Q79595,R944240
Q79601,R532446
Q79604,R980586
Q79605,R660806
Q79610,R363358
Q79612,R115743
Q79618,R552708
Q79628,R646808
Q79630,R107459
Q79642,R490743
Q79645,R915514
Q79648,R710486
Q79652,R471995
Q79666,R752831
Q79667,R064553
Q79673,R724110
Q79682,R626003
Q79684,R180881
Q79687,R365510
Q79689,R561724
Q79692,R319389
Q79694,R657467
Q79701,R882899
Q79702,R528055
Q79712,R791474
Q79713,R412526
Q79719,R021681
Q79720,R868876
Q79729,R926788
Q79739,R022504
Q79741,R564566
Q79742,R975684
Q79750,R117370
Q79757,R322636
Q79759,R745634
Q79761,R513028
Q79763,R460484
Q79768,R476412
Q79774,R500619
Q79775,R789146
Q79776,R928082
Q79796,R057180
Q79798,R161853
Q79801,R482586
Q79804,R765118
Q79814,R990040
Q79819,R167121
Q79820,R109221
Q79829,R951482
Q79835,R294096
Q79846,R116613
Q79852,R429084
Q79854,R175322
Q79858,R823540
Q79862,R372471
Q79868,R585158
Q79876,R933047
Q79885,R375732
Q79889,R598849
Q79896,R044902
Q79897,R854086
Q79901,R015366
Q79915,R099182
Q79918,R340204
Q79930,R032716
Q79933,R886156
Q79935,R629789
Q79941,R905872
Q79949,R715381
Q79950,R039477
Q79956,R956425
Q79961,R187754
Q79963,R160230
Q79968,R669095
Q79973,R388361
Q79975,R014190
Q79976,R358548
Q79981,R355670
Q79984,R697680
Q79985,R130766
Q79986,R062397
Q79998,R495546
Q80000,R204320
Q80008,R230972
Q80010,R692906
Q80015,R893066
Q80021,R113310
Q80036,R004979
Q80037,R589533
Q80050,R065407
Q80055,R407666
Q80056,R834729
Q80067,R562599
Q80074,R240386
Q80078,R688090
Q80082,R368379
Q80083,R924877
Q80089,R729135
Q80090,R755680
Q80093,R336428
Q80102,R029979
Q80107,R545246
Q80108,R676492
Q80111,R104334
Q80116,R696910
Q80120,R616049
Q80127,R774639
Q80132,R988145
Q80133,R672648
Q80135,R394538
Q80138,R223133
Q80139,R834147
Q80146,R398372
Q80149,R534138
Q80154,R554448
Q80159,R295801
Q80166,R356901
Q80168,R099708
Q80174,R167242
Q80176,R651851
Q80180,R591621
Q80181,R745628
Q80192,R252761
Q80194,R492252
Q80201,R520088
Q80204,R965054
Q80205,R946495
Q80207,R492553
Q80210,R156585
Q80218,R255670
Q80219,R793101
Q80226,R613865
Q80229,R595605
Q80238,R824064
Q80240,R583603
Q80242,R256325
Q80247,R739373
Q80272,R010885
Q80283,R248114
Q80286,R592836
Q80288,R476483
Q80292,R194126
Q80295,R440801
Q80297,R907527
Q80300,R971791
Q80304,R233815
Q80307,R761354
Q80313,R701038
Q80322,R413828
Q80324,R296789
Q80325,R490426
Q80326,R619058
Q80336,R928676
Q80337,R662367
Q80346,R851387
Q80351,R137634
Q80353,R647212
Q80364,R255292
Q80377,R748548
Q80383,R650947
Q80385,R072190
Q80387,R553336
Q80388,R741109
Q80394,R002224
Q80401,R310688
Q80402,R763974
Q80409,R049501
Q80410,R339791
Q80423,R975705
Q80426,R943535
Q80428,R459655
Q80439,R314939
Q80440,R996452
Q80442,R208175
Q80446,R524060
Q80452,R075905
Q80459,R081639
Q80462,R834049
Q80467,R608734
Q80472,R726535
Q80476,R504620
Q80477,R814481
Q80483,R564815
Q80484,R483558
Q80486,R635477
Q80489,R938537
Q80499,R417527
Q80503,R572792
Q80509,R547572
Q80511,R265448
Q80526,R112103
Q80529,R644764
Q80533,R132322
Q80535,R550697
Q80536,R801441
Q80538,R920150
Q80539,R121892
Q80542,R391534
Q80544,R250200
Q80552,R808974
Q80553,R565178
Q80555,R766904
Q80556,R524143
Q80561,R131983
Q80564,R254585
Q80566,R918297
Q80574,R862537
Q80576,R452570
Q80580,R748016
Q80584,R147819
Q80589,R682344
Q80594,R163150
Q80597,R147237
Q80598,R852721
Q80603,R061959
Q80611,R934265
Q80613,R590437
Q80617,R099547
Q80621,R506284
Q80625,R698568
Q80630,R416158
Q80640,R969441
Q80643,R038422
Q80658,R209230
Q80659,R977568
Q80665,R031824
Q80670,R002216
Q80682,R405806
Q80687,R891770
Q80690,R671775
Q80692,R892089
Q80699,R696109
Q80705,R160119
Q80714,R789890
Q80715,R681774
Q80719,R907776
Q80720,R415173
Q80729,R451858
Q80732,R553455
Q80733,R855408
Q80735,R466981
Q80738,R749147
Q80745,R548060
Q80748,R503131
Q80749,R519200
Q80752,R472140
Q80758,R229291
Q80762,R941587
Q80763,R610375
Q80769,R251950
Q80770,R078582
Q80772,R433905
Q80773,R874839
Q80774,R524639
Q80776,R122678
Q80779,R172528
Q80781,R596410
Q80797,R316366
Q80802,R125739
Q80808,R166657
Q80810,R783192
Q80817,R233996
Q80819,R848169
Q80831,R101394
Q80832,R493313
Q80833,R149022
Q80839,R557418
Q80856,R580472
Q80857,R744221
Q80859,R487718
Q80862,R613621
Q80888,R360019
Q80898,R758458
Q80915,R511842
Q80916,R617668
Q80918,R229015
